component,i,j,value
0,0,0,0.564426532496989
0,0,1,0.3284023685562848
0,0,2,0.5817164981456073
0,0,3,0.4570331127990646
0,0,4,0.08351643123809634
0,0,5,0.2836270576058958
0,0,6,0.24492715893414027
0,0,7,0.39698777787038303
0,0,8,0.026259296366730484
0,0,9,-0.5000133358720213
0,0,10,0.23845147316002632
0,0,11,0.014031227594677556
0,0,12,0.30529285975173787
0,0,13,0.2645462980133773
0,0,14,-0.2064679229094494
0,0,15,-0.10894692122558913
0,0,16,-0.3222597529393338
0,0,17,-0.03454540873441212
0,0,18,0.26441080133151
0,0,19,-0.46158891929884077
0,0,20,0.4837874337442793
0,0,21,0.3038717188003419
0,0,22,0.5223540047037957
0,0,23,0.37015371336357283
0,0,24,-0.04332134501755169
0,0,25,0.22524122474316166
0,0,26,0.15874744769529478
0,0,27,0.3140277666129047
0,0,28,0.20976358489462635
0,0,29,-0.27386919788724534
0,0,30,-0.4019104765339823
0,0,31,0.4019104765339823
0,0,32,0.0
0,1,0,0.3284023685562848
0,1,1,0.8692346486399221
0,1,2,0.34002050478893553
0,1,3,0.2813720120271822
0,1,4,-0.12048424381739604
0,1,5,0.14897123881585433
0,1,6,0.20220634022347203
0,1,7,0.218017508230154
0,1,8,0.08556992294237016
0,1,9,-0.39554597537707736
0,1,10,0.04865288945561891
0,1,11,0.11747334176723621
0,1,12,0.10565309829553925
0,1,13,0.1255766142775516
0,1,14,-0.1487797357898516
0,1,15,-0.015271212496277373
0,1,16,-0.22346106592816936
0,1,17,-0.19894201664622563
0,1,18,-0.020781552619127033
0,1,19,-0.5066700954581527
0,1,20,0.32364727199015514
0,1,21,0.8917828827447521
0,1,22,0.36918302959985694
0,1,23,0.2660316799966079
0,1,24,0.13171195841065586
0,1,25,0.49728074773878506
0,1,26,0.4158219300747446
0,1,27,0.2802601369529957
0,1,28,0.42211719796044167
0,1,29,0.13142146614340874
0,1,30,-0.49030796801510124
0,1,31,0.49030796801510124
0,1,32,0.0
0,2,0,0.5817164981456073
0,2,1,0.34002050478893553
0,2,2,0.6047824599799675
0,2,3,0.47356078859031064
0,2,4,0.11830719504355998
0,2,5,0.3525739801429718
0,2,6,0.2990057299754014
0,2,7,0.4416767162757914
0,2,8,0.07986215432876831
0,2,9,-0.45513457031745175
0,2,10,0.26724964866372375
0,2,11,0.02366760279728588
0,2,12,0.34672659227206554
0,2,13,0.28733954871032785
0,2,14,-0.2135917333710754
0,2,15,-0.09692669757898238
0,2,16,-0.30874561495146763
0,2,17,-0.012728392843448946
0,2,18,0.3179401822310124
0,2,19,-0.46973195130371526
0,2,20,0.5022573985104574
0,2,21,0.3177465916943929
0,2,22,0.546800019560004
0,2,23,0.386644462031271
0,2,24,-0.018212455700785855
0,2,25,0.2652530706884976
0,2,26,0.19810019813811044
0,2,27,0.3542903445979259
0,2,28,0.2596029506469331
0,2,29,-0.25018846659640454
0,2,30,-0.4322724597721385
0,2,31,0.4322724597721385
0,2,32,0.0
0,3,0,0.4570331127990646
0,3,1,0.2813720120271822
0,3,2,0.47356078859031064
0,3,3,0.37696013989890886
0,3,4,0.07185024841419292
0,3,5,0.24154272342005167
0,3,6,0.22297296465288627
0,3,7,0.32861363253590775
0,3,8,0.0382558473029104
0,3,9,-0.3816955132340731
0,3,10,0.21657219316063986
0,3,11,0.033243391799917074
0,3,12,0.2722139891363483
0,3,13,0.2315040440996326
0,3,14,-0.09815324558842584
0,3,15,-0.06779554493509089
0,3,16,-0.20503553311300257
0,3,17,0.008142418775884161
0,3,18,0.262674644227494
0,3,19,-0.3425568148390058
0,3,20,0.390098090237843
0,3,21,0.2478149864780307
0,3,22,0.4225029834923818
0,3,23,0.3044507449631951
0,3,24,-0.035463465337874804
0,3,25,0.1541324903353539
0,3,26,0.12427592454473611
0,3,27,0.2430619461063756
0,3,28,0.15988925208239857
0,3,29,-0.24620639240845735
0,3,30,-0.3290593502587845
0,3,31,0.3290593502587845
0,3,32,0.0
0,4,0,0.08351643123809632
0,4,1,-0.12048424381739604
0,4,2,0.11830719504355997
0,4,3,0.07185024841419292
0,4,4,1.665319434211787
0,4,5,0.8140526910425062
0,4,6,0.3971673300592241
0,4,7,0.5998377738521813
0,4,8,0.8180479341693646
0,4,9,0.888559290748601
0,4,10,0.19557897090140194
0,4,11,-0.07958021867872186
0,4,12,0.12440764896013679
0,4,13,0.12410888160806618
0,4,14,0.07269571133432605
0,4,15,-0.4050343781310092
0,4,16,-0.3984600517939276
0,4,17,-0.10862523318327345
0,4,18,0.5801452396841319
0,4,19,-0.41519951627397195
0,4,20,0.19919046194581141
0,4,21,0.15054401342717463
0,4,22,0.1860142707774684
0,4,23,0.15183081195323547
0,4,24,1.4932310760550869
0,4,25,0.6389695083768939
0,4,26,0.3575622880264127
0,4,27,0.5917627016812922
0,4,28,1.1310109736045926
0,4,29,0.7396046495606231
0,4,30,-0.6768778563262136
0,4,31,0.6768778563262136
0,4,32,0.0
0,5,0,0.2836270576058958
0,5,1,0.14897123881585433
0,5,2,0.3525739801429718
0,5,3,0.24154272342005167
0,5,4,0.8140526910425062
0,5,5,1.1083659097353433
0,5,6,0.7320403351855076
0,5,7,0.7040280142936388
0,5,8,0.8405112934773966
0,5,9,0.7137964014578169
0,5,10,0.35581014206266814
0,5,11,0.13482459493884524
0,5,12,0.45844815314448345
0,5,13,0.284592267586643
0,5,14,-0.13712280911099206
0,5,15,0.18308690689635707
0,5,16,-0.0035134544300886904
0,5,17,0.17931395618170506
0,5,18,0.7709090656323265
0,5,19,-0.19040305123501228
0,5,20,0.31102509315741894
0,5,21,0.29797832376353794
0,5,22,0.36562662838758403
0,5,23,0.24470770537354264
0,5,24,0.7266598732476734
0,5,25,0.8604684105840805
0,5,26,0.6339699074854661
0,5,27,0.6945796352796259
0,5,28,0.9805980087215583
0,5,29,0.594526118700181
0,5,30,-0.5694722077474633
0,5,31,0.5694722077474633
0,5,32,0.0
0,6,0,0.24492715893414035
0,6,1,0.20220634022347203
0,6,2,0.29900572997540137
0,6,3,0.22297296465288627
0,6,4,0.3971673300592241
0,6,5,0.7320403351855076
0,6,6,1.0867140897307845
0,6,7,0.6078720094045451
0,6,8,0.6808164082768209
0,6,9,0.501534344796088
0,6,10,0.35569281631170724
0,6,11,0.2788226753251155
0,6,12,0.39447165157676073
0,6,13,0.2572092335484412
0,6,14,-0.13700502020014244
0,6,15,0.39021025932541237
0,6,16,1.4205246551005983
0,6,17,0.7663502444612611
0,6,18,0.6932775794800259
0,6,19,0.39752043009069715
0,6,20,0.24162229337732286
0,6,21,0.2403127815804997
0,6,22,0.28734576035667464
0,6,23,0.20234686769779073
0,6,24,0.2573886360473854
0,6,25,0.5465668909012318
0,6,26,0.9892784648844452
0,6,27,0.6441281295666205
0,6,28,0.6611122348973696
0,6,29,0.40528954238526343
0,6,30,-0.4697832263655567
0,6,31,0.4697832263655567
0,6,32,0.0
0,7,0,0.396987777870383
0,7,1,0.218017508230154
0,7,2,0.4416767162757914
0,7,3,0.32861363253590775
0,7,4,0.5998377738521813
0,7,5,0.7040280142936389
0,7,6,0.6078720094045451
0,7,7,0.6559311672183739
0,7,8,0.561966132896187
0,7,9,0.18210229739558476
0,7,10,0.3551492979895782
0,7,11,0.1094322916098253
0,7,12,0.38279663208788706
0,7,13,0.2942230977229679
0,7,14,-0.10902572094589047
0,7,15,-0.05236258902572215
0,7,16,0.03352949044675073
0,7,17,0.2364564092926971
0,7,18,0.5580319771045434
0,7,19,-0.2866762302212975
0,7,20,0.3963749734232269
0,7,21,0.28316119872255957
0,7,22,0.4315209179711957
0,7,23,0.3093810583827874
0,7,24,0.4684536984242198
0,7,25,0.4729045887466757
0,7,26,0.4361444583353221
0,7,27,0.5880017878000943
0,7,28,0.6670634377686175
0,7,29,0.15162273229694342
0,7,30,-0.57270970424592
0,7,31,0.57270970424592
0,7,32,0.0
0,8,0,0.026259296366730495
0,8,1,0.08556992294237016
0,8,2,0.0798621543287683
0,8,3,0.038255847302910415
0,8,4,0.8180479341693646
0,8,5,0.8405112934773966
0,8,6,0.6808164082768209
0,8,7,0.561966132896187
0,8,8,1.6160308616808756
0,8,9,0.8535063569743142
0,8,10,0.3026447182366204
0,8,11,0.33050624390437155
0,8,12,0.3022696086219013
0,8,13,0.19403858791517348
0,8,14,-0.3379412059064223
0,8,15,0.07081186194324694
0,8,16,0.3717690983737973
0,8,17,0.3454019005664678
0,8,18,1.1342669473705733
0,8,19,-0.16551429200014897
0,8,20,0.11991398880846083
0,8,21,0.3070500186761417
0,8,22,0.15140679302418078
0,8,23,0.10670787500894496
0,8,24,0.7782144234015093
0,8,25,0.6420089666376003
0,8,26,0.5914170027617943
0,8,27,0.5965864394588841
0,8,28,1.5511317188454854
0,8,29,0.5796652396012315
0,8,30,-0.4748995844332798
